Quantity_Sold_(kilo),Unit Selling Price (RMB/kg),Category Name,Loss Rate (%),Weekday,IsWeekend,Item Name
3.0,3.9,Edible Mushroom,11.13,Monday,False,Haixian Mushroom (Bag) (4)
2.141,14.0,Capsicum,7.8,Monday,False,Green Line Pepper
13.584,9.0,Flower/Leaf Vegetables,15.61,Monday,False,Huangbaicai (2)
0.435,12.0,Aquatic Tuberous Vegetables,29.25,Monday,False,High Melon (1)
14.768,6.0,Flower/Leaf Vegetables,15.68,Monday,False,Naibaicai
5.986,12.0,Flower/Leaf Vegetables,18.51,Monday,False,Spinach
0.364,8.0,Solanum,6.71,Monday,False,Round Eggplant (2)
1.417,16.0,Edible Mushroom,8.99,Monday,False,Jigu Mushroom (1)
0.803,18.0,Capsicum,9.99,Monday,False,Red Hang Pepper
4.928,7.0,Flower/Leaf Vegetables,18.52,Monday,False,Amaranth
11.861,8.0,Flower/Leaf Vegetables,15.25,Monday,False,Yunnan Shengcai
5.218,6.0,Flower/Leaf Vegetables,13.62,Monday,False,Zhuyecai
3.392,18.0,Flower/Leaf Vegetables,7.59,Monday,False,Chinese Cabbage
1.154,10.0,Flower/Leaf Vegetables,13.7,Monday,False,Caixin
2.58,14.0,Flower/Leaf Vegetables,7.61,Monday,False,Muercai
37.298,2.108108108108108,Flower/Leaf Vegetables,22.27,Monday,False,Chinese Cabbage
7.467,9.0,Flower/Leaf Vegetables,12.81,Monday,False,Yunnan Lettuces
7.557,9.0,Flower/Leaf Vegetables,14.43,Monday,False,Shanghaiqing
4.066,10.0,Capsicum,11.76,Monday,False,Red Pepper (1)
1.898,10.0,Capsicum,6.72,Monday,False,Green Hot Peppers
10.33,7.0,Flower/Leaf Vegetables,10.64,Monday,False,Yellow Xincai (1)
11.356,12.0,Cabbage,9.26,Monday,False,Broccoli
4.071,8.0,Edible Mushroom,3.43,Monday,False,Needle Mushroom (1)
29.502,6.0,Aquatic Tuberous Vegetables,5.54,Monday,False,Net Lotus Root (1)
2.44,10.0,Solanum,5.01,Monday,False,Green Eggplant (1)
11.436,7.0,Solanum,6.07,Monday,False,Eggplant (2)
10.33,21.94347826086957,Edible Mushroom,13.82,Monday,False,Xixia Mushroom (1)
18.428,6.0,Flower/Leaf Vegetables,15.68,Tuesday,False,Naibaicai
1.36,16.0,Edible Mushroom,9.89,Tuesday,False,Haixian Mushroom (1)
6.05,5.0,Flower/Leaf Vegetables,8.42,Tuesday,False,Hongshujian
2.55,14.0,Capsicum,5.86,Tuesday,False,Millet Pepper
6.065,10.0,Edible Mushroom,5.05,Tuesday,False,Apricot Bao Mushroom (1)
3.455,8.0,Capsicum,10.18,Tuesday,False,Luosi Pepper
1.0,5.9,Edible Mushroom,12.42,Tuesday,False,Jigu Mushroom (Bunch)
4.935,19.8,Flower/Leaf Vegetables,26.16,Tuesday,False,Foreign Garland Chrysanthemum 
15.528,8.0,Flower/Leaf Vegetables,9.43,Tuesday,False,Sweet Chinese Cabbage
2.0,3.9,Edible Mushroom,11.13,Tuesday,False,Haixian Mushroom (Bag) (4)
20.169,8.0,Capsicum,5.7,Tuesday,False,Wuhu Green Pepper (1)
7.0,9.9,Aquatic Tuberous Vegetables,11.81,Tuesday,False,Honghu Lotus Root Powder (Fenou)
8.77,8.0,Solanum,6.9,Tuesday,False,Changxianqie
8.583,8.0,Flower/Leaf Vegetables,10.33,Tuesday,False,Xiaoqingcai (1)
0.805,7.0,Solanum,6.71,Tuesday,False,Round Eggplant (2)
2.618,12.0,Capsicum,7.8,Tuesday,False,Green Line Pepper
6.6770000000000005,9.0,Flower/Leaf Vegetables,15.61,Tuesday,False,Huangbaicai (2)
5.0,2.9,Edible Mushroom,6.64,Tuesday,False,Needle Mushroom (Bag) (2)
0.985,25.8,Edible Mushroom,12.78,Tuesday,False,The Agaricus Bisporus
4.0,6.8,Edible Mushroom,6.57,Tuesday,False,The White Mushroom (Bag)
3.0,5.8,Flower/Leaf Vegetables,2.48,Tuesday,False,Wawacai
1.054,12.0,Aquatic Tuberous Vegetables,29.25,Tuesday,False,High Melon (1)
4.028,6.0,Flower/Leaf Vegetables,18.52,Tuesday,False,Amaranth
6.756,14.0,Flower/Leaf Vegetables,18.51,Tuesday,False,Spinach
16.862000000000002,8.0,Flower/Leaf Vegetables,15.25,Tuesday,False,Yunnan Shengcai
7.139,5.0,Flower/Leaf Vegetables,13.62,Tuesday,False,Zhuyecai
2.851,18.0,Flower/Leaf Vegetables,7.59,Tuesday,False,Chinese Cabbage
6.8549999999999995,9.0,Flower/Leaf Vegetables,14.43,Tuesday,False,Shanghaiqing
4.156000000000001,10.0,Flower/Leaf Vegetables,0.47,Tuesday,False,Caidian Quinoa Artemisia
1.606,10.0,Flower/Leaf Vegetables,7.61,Tuesday,False,Muercai
31.856,2.0,Flower/Leaf Vegetables,22.27,Tuesday,False,Chinese Cabbage
13.865,9.0,Flower/Leaf Vegetables,12.81,Tuesday,False,Yunnan Lettuces
1.576,10.0,Capsicum,6.72,Tuesday,False,Green Hot Peppers
2.349,10.0,Flower/Leaf Vegetables,13.7,Tuesday,False,Caixin
12.416,7.0,Solanum,6.07,Tuesday,False,Eggplant (2)
3.862,9.0,Capsicum,11.76,Tuesday,False,Red Pepper (1)
0.52,16.0,Edible Mushroom,8.99,Tuesday,False,Jigu Mushroom (1)
33.377,6.0,Aquatic Tuberous Vegetables,5.54,Tuesday,False,Net Lotus Root (1)
1.767,7.0,Flower/Leaf Vegetables,10.64,Tuesday,False,Yellow Xincai (1)
0.368,18.0,Capsicum,9.99,Tuesday,False,Red Hang Pepper
4.1579999999999995,8.0,Edible Mushroom,3.43,Tuesday,False,Needle Mushroom (1)
10.097,21.83255813953489,Edible Mushroom,13.82,Tuesday,False,Xixia Mushroom (1)
2.42,10.0,Solanum,5.01,Tuesday,False,Green Eggplant (1)
10.777,12.0,Cabbage,9.26,Tuesday,False,Broccoli
7.325,8.0,Flower/Leaf Vegetables,9.43,Wednesday,False,Sweet Chinese Cabbage
0.808,16.0,Edible Mushroom,9.89,Wednesday,False,Haixian Mushroom (1)
4.94,5.0,Flower/Leaf Vegetables,8.42,Wednesday,False,Hongshujian
1.39,14.0,Capsicum,5.86,Wednesday,False,Millet Pepper
6.416,10.0,Edible Mushroom,5.05,Wednesday,False,Apricot Bao Mushroom (1)
6.974,8.0,Capsicum,10.18,Wednesday,False,Luosi Pepper
0.138,8.0,Flower/Leaf Vegetables,27.84,Wednesday,False,Dongmenkou Xiaobaicai
2.605,19.8,Flower/Leaf Vegetables,26.16,Wednesday,False,Foreign Garland Chrysanthemum 
15.003,6.0,Flower/Leaf Vegetables,15.68,Wednesday,False,Naibaicai
3.0,4.9,Edible Mushroom,10.03,Wednesday,False,Apricot Bao Mushroom (Bag)
1.912,25.8,Edible Mushroom,12.78,Wednesday,False,The Agaricus Bisporus
15.272,9.0,Capsicum,5.7,Wednesday,False,Wuhu Green Pepper (1)
7.0,9.9,Aquatic Tuberous Vegetables,11.81,Wednesday,False,Honghu Lotus Root Powder (Fenou)
10.088,8.0,Solanum,6.9,Wednesday,False,Changxianqie
4.269,10.0,Flower/Leaf Vegetables,10.33,Wednesday,False,Xiaoqingcai (1)
1.423,7.0,Solanum,6.71,Wednesday,False,Round Eggplant (2)
1.473,12.0,Capsicum,7.8,Wednesday,False,Green Line Pepper
6.7299999999999995,9.0,Flower/Leaf Vegetables,15.61,Wednesday,False,Huangbaicai (2)
6.0,2.9,Edible Mushroom,6.64,Wednesday,False,Needle Mushroom (Bag) (2)
2.0,3.9,Edible Mushroom,11.13,Wednesday,False,Haixian Mushroom (Bag) (4)
1.0,6.8,Edible Mushroom,6.57,Wednesday,False,The White Mushroom (Bag)
0.8109999999999999,12.0,Aquatic Tuberous Vegetables,29.25,Wednesday,False,High Melon (1)
4.0,5.8,Flower/Leaf Vegetables,2.48,Wednesday,False,Wawacai
3.777,6.0,Flower/Leaf Vegetables,18.52,Wednesday,False,Amaranth
36.865,8.0,Flower/Leaf Vegetables,15.25,Wednesday,False,Yunnan Shengcai
5.1,5.0,Flower/Leaf Vegetables,13.62,Wednesday,False,Zhuyecai
2.022,18.0,Flower/Leaf Vegetables,7.59,Wednesday,False,Chinese Cabbage
6.082,9.0,Flower/Leaf Vegetables,14.43,Wednesday,False,Shanghaiqing
4.146,10.0,Flower/Leaf Vegetables,0.47,Wednesday,False,Caidian Quinoa Artemisia
0.753,10.0,Flower/Leaf Vegetables,13.7,Wednesday,False,Caixin
2.274,8.0,Flower/Leaf Vegetables,7.61,Wednesday,False,Muercai
24.664,2.05,Flower/Leaf Vegetables,22.27,Wednesday,False,Chinese Cabbage
11.518,9.0,Flower/Leaf Vegetables,12.81,Wednesday,False,Yunnan Lettuces
3.003,10.0,Capsicum,6.72,Wednesday,False,Green Hot Peppers
5.631,14.0,Flower/Leaf Vegetables,18.51,Wednesday,False,Spinach
8.894,7.0,Solanum,6.07,Wednesday,False,Eggplant (2)
0.482,10.0,Solanum,5.01,Wednesday,False,Green Eggplant (1)
9.215,21.80512820512821,Edible Mushroom,13.82,Wednesday,False,Xixia Mushroom (1)
4.661,8.0,Edible Mushroom,3.43,Wednesday,False,Needle Mushroom (1)
12.702,12.0,Cabbage,9.26,Wednesday,False,Broccoli
2.485,7.0,Flower/Leaf Vegetables,10.64,Wednesday,False,Yellow Xincai (1)
25.03,6.6,Aquatic Tuberous Vegetables,5.54,Wednesday,False,Net Lotus Root (1)
0.27,16.0,Edible Mushroom,8.99,Wednesday,False,Jigu Mushroom (1)
0.429,18.0,Capsicum,9.99,Wednesday,False,Red Hang Pepper
5.112,9.0,Capsicum,11.76,Wednesday,False,Red Pepper (1)
1.653,21.6,Flower/Leaf Vegetables,26.16,Thursday,False,Foreign Garland Chrysanthemum 
0.671,6.0,Flower/Leaf Vegetables,27.84,Thursday,False,Dongmenkou Xiaobaicai
3.0,5.900000000000001,Edible Mushroom,12.42,Thursday,False,Jigu Mushroom (Bunch)
1.98,16.0,Edible Mushroom,9.89,Thursday,False,Haixian Mushroom (1)
3.816,10.0,Edible Mushroom,5.05,Thursday,False,Apricot Bao Mushroom (1)
2.437,14.0,Capsicum,5.86,Thursday,False,Millet Pepper
6.24,4.0,Flower/Leaf Vegetables,8.42,Thursday,False,Hongshujian
8.024,6.0,Flower/Leaf Vegetables,15.68,Thursday,False,Naibaicai
6.2860000000000005,10.0,Capsicum,10.18,Thursday,False,Luosi Pepper
6.659,8.0,Flower/Leaf Vegetables,9.43,Thursday,False,Sweet Chinese Cabbage
2.66,10.0,Flower/Leaf Vegetables,10.33,Thursday,False,Xiaoqingcai (1)
12.133,9.0,Capsicum,5.7,Thursday,False,Wuhu Green Pepper (1)
7.0,9.9,Aquatic Tuberous Vegetables,11.81,Thursday,False,Honghu Lotus Root Powder (Fenou)
10.843,8.0,Solanum,6.9,Thursday,False,Changxianqie
2.358,12.0,Capsicum,9.43,Thursday,False,Yuganjiao
2.877,12.0,Capsicum,7.8,Thursday,False,Green Line Pepper
5.803,9.0,Flower/Leaf Vegetables,15.61,Thursday,False,Huangbaicai (2)
11.0,2.9,Edible Mushroom,6.64,Thursday,False,Needle Mushroom (Bag) (2)
4.0,3.9,Edible Mushroom,11.13,Thursday,False,Haixian Mushroom (Bag) (4)
0.965,25.8,Edible Mushroom,12.78,Thursday,False,The Agaricus Bisporus
2.0,6.8,Edible Mushroom,6.57,Thursday,False,The White Mushroom (Bag)
3.0,5.8,Flower/Leaf Vegetables,2.48,Thursday,False,Wawacai
9.283,12.0,Cabbage,9.26,Thursday,False,Broccoli
5.202999999999999,14.0,Flower/Leaf Vegetables,18.51,Thursday,False,Spinach
3.1710000000000003,6.0,Flower/Leaf Vegetables,18.52,Thursday,False,Amaranth
8.882,8.0,Flower/Leaf Vegetables,15.25,Thursday,False,Yunnan Shengcai
5.1530000000000005,4.0,Flower/Leaf Vegetables,13.62,Thursday,False,Zhuyecai
3.9,18.0,Flower/Leaf Vegetables,7.59,Thursday,False,Chinese Cabbage
2.177,9.0,Flower/Leaf Vegetables,14.43,Thursday,False,Shanghaiqing
0.5940000000000001,12.0,Aquatic Tuberous Vegetables,29.25,Thursday,False,High Melon (1)
3.786,10.0,Flower/Leaf Vegetables,13.7,Thursday,False,Caixin
3.054,8.0,Flower/Leaf Vegetables,7.61,Thursday,False,Muercai
22.611,8.120689655172415,Flower/Leaf Vegetables,12.81,Thursday,False,Yunnan Lettuces
2.138,10.0,Capsicum,6.72,Thursday,False,Green Hot Peppers
2.008,10.0,Flower/Leaf Vegetables,0.47,Thursday,False,Caidian Quinoa Artemisia
15.102,6.107142857142857,Solanum,6.07,Thursday,False,Eggplant (2)
2.863,10.0,Solanum,5.01,Thursday,False,Green Eggplant (1)
6.583,23.6,Edible Mushroom,13.82,Thursday,False,Xixia Mushroom (1)
4.234,8.0,Edible Mushroom,3.43,Thursday,False,Needle Mushroom (1)
2.803,7.0,Flower/Leaf Vegetables,10.64,Thursday,False,Yellow Xincai (1)
28.371,6.6,Aquatic Tuberous Vegetables,5.54,Thursday,False,Net Lotus Root (1)
1.335,16.0,Edible Mushroom,8.99,Thursday,False,Jigu Mushroom (1)
0.552,16.0,Capsicum,9.99,Thursday,False,Red Hang Pepper
4.925,8.0,Capsicum,11.76,Thursday,False,Red Pepper (1)
9.498,8.0,Flower/Leaf Vegetables,9.43,Friday,False,Sweet Chinese Cabbage
9.149,6.0,Flower/Leaf Vegetables,15.68,Friday,False,Naibaicai
3.811,21.6,Flower/Leaf Vegetables,26.16,Friday,False,Foreign Garland Chrysanthemum 
1.0,5.9,Edible Mushroom,12.42,Friday,False,Jigu Mushroom (Bunch)
6.7170000000000005,4.0,Flower/Leaf Vegetables,8.42,Friday,False,Hongshujian
6.157,10.0,Edible Mushroom,5.05,Friday,False,Apricot Bao Mushroom (1)
2.486,14.0,Capsicum,5.86,Friday,False,Millet Pepper
1.0,3.9,Edible Mushroom,5.96,Friday,False,Haixian Mushroom (Bag) (1)
4.8100000000000005,10.0,Capsicum,10.18,Friday,False,Luosi Pepper
1.0,4.9,Edible Mushroom,10.03,Friday,False,Apricot Bao Mushroom (Bag)
0.72,16.0,Edible Mushroom,9.89,Friday,False,Haixian Mushroom (1)
13.005,9.0,Capsicum,5.7,Friday,False,Wuhu Green Pepper (1)
5.0,9.9,Aquatic Tuberous Vegetables,11.81,Friday,False,Honghu Lotus Root Powder (Fenou)
3.993,8.0,Solanum,6.9,Friday,False,Changxianqie
5.452,8.0,Flower/Leaf Vegetables,10.33,Friday,False,Xiaoqingcai (1)
0.912,12.0,Capsicum,9.43,Friday,False,Yuganjiao
1.896,7.0,Solanum,6.71,Friday,False,Round Eggplant (2)
2.627,12.0,Capsicum,7.8,Friday,False,Green Line Pepper
16.015,9.0,Flower/Leaf Vegetables,15.61,Friday,False,Huangbaicai (2)
6.0,2.9,Edible Mushroom,6.64,Friday,False,Needle Mushroom (Bag) (2)
4.0,3.9,Edible Mushroom,11.13,Friday,False,Haixian Mushroom (Bag) (4)
1.0,6.8,Edible Mushroom,6.57,Friday,False,The White Mushroom (Bag)
1.739,25.8,Edible Mushroom,12.78,Friday,False,The Agaricus Bisporus
1.543,6.0,Flower/Leaf Vegetables,27.84,Friday,False,Dongmenkou Xiaobaicai
0.284,12.0,Aquatic Tuberous Vegetables,29.25,Friday,False,High Melon (1)
27.759,9.0,Flower/Leaf Vegetables,15.25,Friday,False,Yunnan Shengcai
5.306,4.0,Flower/Leaf Vegetables,13.62,Friday,False,Zhuyecai
3.095,18.0,Flower/Leaf Vegetables,7.59,Friday,False,Chinese Cabbage
4.7780000000000005,9.0,Flower/Leaf Vegetables,14.43,Friday,False,Shanghaiqing
2.35,10.0,Flower/Leaf Vegetables,0.47,Friday,False,Caidian Quinoa Artemisia
7.649,10.0,Flower/Leaf Vegetables,13.7,Friday,False,Caixin
2.718,6.0,Flower/Leaf Vegetables,7.61,Friday,False,Muercai
4.085,8.454545454545455,Flower/Leaf Vegetables,12.81,Friday,False,Yunnan Lettuces
1.577,10.0,Capsicum,6.72,Friday,False,Green Hot Peppers
4.473,8.0,Capsicum,11.76,Friday,False,Red Pepper (1)
5.303,5.0,Flower/Leaf Vegetables,18.52,Friday,False,Amaranth
2.174,8.0,Solanum,5.01,Friday,False,Green Eggplant (1)
7.663,19.8,Edible Mushroom,13.82,Friday,False,Xixia Mushroom (1)
2.827,8.0,Edible Mushroom,3.43,Friday,False,Needle Mushroom (1)
13.163,12.0,Cabbage,9.26,Friday,False,Broccoli
6.0,5.8,Flower/Leaf Vegetables,2.48,Friday,False,Wawacai
1.734,8.0,Flower/Leaf Vegetables,10.64,Friday,False,Yellow Xincai (1)
25.992,6.6,Aquatic Tuberous Vegetables,5.54,Friday,False,Net Lotus Root (1)
0.5449999999999999,16.0,Edible Mushroom,8.99,Friday,False,Jigu Mushroom (1)
0.488,16.0,Capsicum,9.99,Friday,False,Red Hang Pepper
5.386,14.0,Flower/Leaf Vegetables,18.51,Friday,False,Spinach
14.626,6.384615384615385,Solanum,6.07,Friday,False,Eggplant (2)
3.844,6.0,Flower/Leaf Vegetables,15.68,Saturday,True,Naibaicai
2.098,21.6,Flower/Leaf Vegetables,26.16,Saturday,True,Foreign Garland Chrysanthemum 
1.643,6.0,Flower/Leaf Vegetables,27.84,Saturday,True,Dongmenkou Xiaobaicai
5.402,5.0,Flower/Leaf Vegetables,8.42,Saturday,True,Hongshujian
6.328,10.0,Capsicum,10.18,Saturday,True,Luosi Pepper
3.998,10.0,Edible Mushroom,5.05,Saturday,True,Apricot Bao Mushroom (1)
3.478,14.0,Capsicum,5.86,Saturday,True,Millet Pepper
10.265,8.0,Flower/Leaf Vegetables,9.43,Saturday,True,Sweet Chinese Cabbage
1.0,5.9,Edible Mushroom,12.42,Saturday,True,Jigu Mushroom (Bunch)
2.0,3.9,Edible Mushroom,5.96,Saturday,True,Haixian Mushroom (Bag) (1)
7.726,8.0,Flower/Leaf Vegetables,10.33,Saturday,True,Xiaoqingcai (1)
20.327,9.0,Capsicum,5.7,Saturday,True,Wuhu Green Pepper (1)
6.0,9.9,Aquatic Tuberous Vegetables,11.81,Saturday,True,Honghu Lotus Root Powder (Fenou)
5.931,8.0,Solanum,6.9,Saturday,True,Changxianqie
2.5349999999999997,12.0,Capsicum,9.43,Saturday,True,Yuganjiao
2.726,12.0,Capsicum,7.8,Saturday,True,Green Line Pepper
14.253,9.0,Flower/Leaf Vegetables,15.61,Saturday,True,Huangbaicai (2)
9.0,2.9,Edible Mushroom,6.64,Saturday,True,Needle Mushroom (Bag) (2)
4.0,3.9,Edible Mushroom,11.13,Saturday,True,Haixian Mushroom (Bag) (4)
2.037,16.0,Edible Mushroom,9.89,Saturday,True,Haixian Mushroom (1)
3.0,6.8,Edible Mushroom,6.57,Saturday,True,The White Mushroom (Bag)
1.674,25.8,Edible Mushroom,12.78,Saturday,True,The Agaricus Bisporus
7.0,5.8,Flower/Leaf Vegetables,2.48,Saturday,True,Wawacai
0.535,12.0,Aquatic Tuberous Vegetables,29.25,Saturday,True,High Melon (1)
9.961,5.0,Flower/Leaf Vegetables,18.52,Saturday,True,Amaranth
23.779,9.0,Flower/Leaf Vegetables,15.25,Saturday,True,Yunnan Shengcai
12.478,4.0,Flower/Leaf Vegetables,13.62,Saturday,True,Zhuyecai
2.529,18.0,Flower/Leaf Vegetables,7.59,Saturday,True,Chinese Cabbage
7.559,9.0,Flower/Leaf Vegetables,14.43,Saturday,True,Shanghaiqing
4.198,12.0,Flower/Leaf Vegetables,0.47,Saturday,True,Caidian Quinoa Artemisia
5.053,10.0,Flower/Leaf Vegetables,13.7,Saturday,True,Caixin
1.561,6.0,Flower/Leaf Vegetables,7.61,Saturday,True,Muercai
11.953,8.107142857142858,Flower/Leaf Vegetables,12.81,Saturday,True,Yunnan Lettuces
2.018,10.0,Capsicum,6.72,Saturday,True,Green Hot Peppers
2.359,12.0,Flower/Leaf Vegetables,6.27,Saturday,True,Garden Chrysanthemum
15.996,6.172413793103448,Solanum,6.07,Saturday,True,Eggplant (2)
4.008,8.0,Solanum,5.01,Saturday,True,Green Eggplant (1)
8.73,19.8,Edible Mushroom,13.82,Saturday,True,Xixia Mushroom (1)
6.031000000000001,8.0,Edible Mushroom,3.43,Saturday,True,Needle Mushroom (1)
35.325,11.205128205128204,Cabbage,9.26,Saturday,True,Broccoli
28.292,6.6,Aquatic Tuberous Vegetables,5.54,Saturday,True,Net Lotus Root (1)
0.175,16.0,Edible Mushroom,8.99,Saturday,True,Jigu Mushroom (1)
0.451,16.0,Capsicum,9.99,Saturday,True,Red Hang Pepper
0.5589999999999999,14.0,Flower/Leaf Vegetables,18.51,Saturday,True,Spinach
6.773,8.0,Capsicum,11.76,Saturday,True,Red Pepper (1)
5.505,21.6,Flower/Leaf Vegetables,26.16,Sunday,True,Foreign Garland Chrysanthemum 
5.034,6.0,Flower/Leaf Vegetables,27.84,Sunday,True,Dongmenkou Xiaobaicai
9.0,5.9,Edible Mushroom,12.42,Sunday,True,Jigu Mushroom (Bunch)
1.48,12.0,Capsicum,8.93,Sunday,True,The Red Bell Pepper (1)
6.242,6.0,Flower/Leaf Vegetables,8.42,Sunday,True,Hongshujian
8.473,10.0,Edible Mushroom,5.05,Sunday,True,Apricot Bao Mushroom (1)
2.983,14.0,Capsicum,5.86,Sunday,True,Millet Pepper
8.0,3.9,Edible Mushroom,11.13,Sunday,True,Haixian Mushroom (Bag) (4)
10.507,6.0,Flower/Leaf Vegetables,15.68,Sunday,True,Naibaicai
6.397,10.0,Capsicum,10.18,Sunday,True,Luosi Pepper
28.457,8.0,Flower/Leaf Vegetables,9.43,Sunday,True,Sweet Chinese Cabbage
17.0,2.9,Edible Mushroom,6.64,Sunday,True,Needle Mushroom (Bag) (2)
8.0,6.8,Edible Mushroom,6.57,Sunday,True,The White Mushroom (Bag)
43.134,9.0,Capsicum,5.7,Sunday,True,Wuhu Green Pepper (1)
34.0,9.9,Aquatic Tuberous Vegetables,11.81,Sunday,True,Honghu Lotus Root Powder (Fenou)
9.287,8.0,Solanum,6.9,Sunday,True,Changxianqie
13.304,8.0,Flower/Leaf Vegetables,10.33,Sunday,True,Xiaoqingcai (1)
2.041,12.0,Capsicum,9.43,Sunday,True,Yuganjiao
0.503,7.0,Solanum,6.71,Sunday,True,Round Eggplant (2)
4.865,12.0,Capsicum,7.8,Sunday,True,Green Line Pepper
11.897,9.0,Flower/Leaf Vegetables,15.61,Sunday,True,Huangbaicai (2)
3.114,16.0,Edible Mushroom,9.89,Sunday,True,Haixian Mushroom (1)
1.0,4.9,Edible Mushroom,10.03,Sunday,True,Apricot Bao Mushroom (Bag)
2.837,25.800000000000004,Edible Mushroom,12.78,Sunday,True,The Agaricus Bisporus
2.141,12.0,Capsicum,16.33,Sunday,True,Bell Pepper (1)
2.282,12.0,Aquatic Tuberous Vegetables,29.25,Sunday,True,High Melon (1)
4.154,5.0,Flower/Leaf Vegetables,18.52,Sunday,True,Amaranth
38.119,9.0,Flower/Leaf Vegetables,15.25,Sunday,True,Yunnan Shengcai
10.86,6.0,Flower/Leaf Vegetables,13.62,Sunday,True,Zhuyecai
6.584,9.0,Flower/Leaf Vegetables,14.43,Sunday,True,Shanghaiqing
6.648,12.0,Flower/Leaf Vegetables,6.27,Sunday,True,Garden Chrysanthemum
5.834,14.0,Flower/Leaf Vegetables,0.47,Sunday,True,Caidian Quinoa Artemisia
1.938,10.0,Flower/Leaf Vegetables,13.7,Sunday,True,Caixin
6.005,8.0,Flower/Leaf Vegetables,7.61,Sunday,True,Muercai
6.789,3.0,Flower/Leaf Vegetables,22.27,Sunday,True,Chinese Cabbage
24.144,8.11111111111111,Flower/Leaf Vegetables,12.81,Sunday,True,Yunnan Lettuces
0.773,10.0,Capsicum,6.72,Sunday,True,Green Hot Peppers
16.0,5.8,Flower/Leaf Vegetables,2.48,Sunday,True,Wawacai
34.684,6.083333333333333,Solanum,6.07,Sunday,True,Eggplant (2)
2.361,8.0,Solanum,5.01,Sunday,True,Green Eggplant (1)
42.126,19.8,Edible Mushroom,13.82,Sunday,True,Xixia Mushroom (1)
11.511,8.0,Edible Mushroom,3.43,Sunday,True,Needle Mushroom (1)
51.647,10.0,Cabbage,9.26,Sunday,True,Broccoli
57.488,6.6,Aquatic Tuberous Vegetables,5.54,Sunday,True,Net Lotus Root (1)
1.856,16.0,Edible Mushroom,8.99,Sunday,True,Jigu Mushroom (1)
1.141,16.0,Capsicum,9.99,Sunday,True,Red Hang Pepper
0.8310000000000001,25.8,Capsicum,15.98,Sunday,True,7 Colour Pepper (1)
8.209,16.0,Flower/Leaf Vegetables,18.51,Sunday,True,Spinach
9.725,8.0,Capsicum,11.76,Sunday,True,Red Pepper (1)
8.14,6.0,Flower/Leaf Vegetables,27.84,Monday,False,Dongmenkou Xiaobaicai
2.0,5.9,Edible Mushroom,12.42,Monday,False,Jigu Mushroom (Bunch)
1.623,12.0,Capsicum,8.93,Monday,False,The Red Bell Pepper (1)
8.374,9.0,Capsicum,10.18,Monday,False,Luosi Pepper
2.409,16.0,Edible Mushroom,9.89,Monday,False,Haixian Mushroom (1)
4.922,14.0,Capsicum,5.86,Monday,False,Millet Pepper
3.597,12.0,Capsicum,16.33,Monday,False,Bell Pepper (1)
6.3309999999999995,5.0,Flower/Leaf Vegetables,8.42,Monday,False,Hongshujian
8.561,6.0,Flower/Leaf Vegetables,15.68,Monday,False,Naibaicai
8.574,10.0,Edible Mushroom,5.05,Monday,False,Apricot Bao Mushroom (1)
28.605,8.0,Flower/Leaf Vegetables,9.43,Monday,False,Sweet Chinese Cabbage
14.236,8.0,Solanum,6.9,Monday,False,Changxianqie
3.0,4.9,Edible Mushroom,10.03,Monday,False,Apricot Bao Mushroom (Bag)
6.0,6.8,Edible Mushroom,6.57,Monday,False,The White Mushroom (Bag)
48.36,9.0,Capsicum,5.7,Monday,False,Wuhu Green Pepper (1)
29.0,9.9,Aquatic Tuberous Vegetables,11.81,Monday,False,Honghu Lotus Root Powder (Fenou)
9.61,8.0,Flower/Leaf Vegetables,10.33,Monday,False,Xiaoqingcai (1)
0.192,12.0,Capsicum,9.43,Monday,False,Yuganjiao
0.805,7.0,Solanum,6.71,Monday,False,Round Eggplant (2)
4.641,12.0,Capsicum,7.8,Monday,False,Green Line Pepper
20.704,9.0,Flower/Leaf Vegetables,15.61,Monday,False,Huangbaicai (2)
2.099,25.8,Edible Mushroom,12.78,Monday,False,The Agaricus Bisporus
7.0,3.9,Edible Mushroom,11.13,Monday,False,Haixian Mushroom (Bag) (4)
0.466,5.4,Cabbage,17.06,Monday,False,Qinggengsanhua
10.0,2.9,Edible Mushroom,6.64,Monday,False,Needle Mushroom (Bag) (2)
1.589,12.0,Aquatic Tuberous Vegetables,29.25,Monday,False,High Melon (1)
9.809,14.0,Flower/Leaf Vegetables,18.51,Monday,False,Spinach
10.0,5.8,Flower/Leaf Vegetables,2.48,Monday,False,Wawacai
51.89,8.75,Flower/Leaf Vegetables,15.25,Monday,False,Yunnan Shengcai
6.009,6.0,Flower/Leaf Vegetables,13.62,Monday,False,Zhuyecai
4.241,18.0,Flower/Leaf Vegetables,7.59,Monday,False,Chinese Cabbage
11.808,9.0,Flower/Leaf Vegetables,14.43,Monday,False,Shanghaiqing
4.719,5.0,Flower/Leaf Vegetables,5.35,Monday,False,Radish Leaves
4.55,12.0,Flower/Leaf Vegetables,6.27,Monday,False,Garden Chrysanthemum
5.016,14.0,Flower/Leaf Vegetables,0.47,Monday,False,Caidian Quinoa Artemisia
4.649,10.0,Flower/Leaf Vegetables,13.7,Monday,False,Caixin
3.024,10.0,Flower/Leaf Vegetables,7.61,Monday,False,Muercai
5.1690000000000005,3.0,Flower/Leaf Vegetables,22.27,Monday,False,Chinese Cabbage
