Date,Item Code,Quantity Sold (kilo),Unit Selling Price (RMB/gram),Item Name_x,Category Code,Category Name,Wholesale Price (RMB/kg),Item Name_y,Weekday,IsWeekend,Loss Rate (%)_entropy
2020-09-23,102900005115946,1.806,0.006,Muercai,1010101,Flower/Leaf Vegetables,6,Muercai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.61_2.2662695301871647
2021-02-04,102900051004294,2.183,0.0278,Green Line Pepper,1011010504,Capsicum,19.12,Green Line Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.8_0.5605812359384352
2021-10-25,102900005115908,1.355,0.012,Caixin,1011010101,Flower/Leaf Vegetables,7.85,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_1.728330968906469
2020-11-20,102900051004294,3.29,0.014,Green Line Pepper,1011010504,Capsicum,8.77,Green Line Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.8_9.234206594034976
2021-1-1,102900005119944,1.315,0.016,Haixian Mushroom (1),1011010801,Edible Mushroom,9.65,missing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.89_-0.18305456308545898
2021-1-1,102900005115823,9.15,0.01,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.85,Shanghaiqing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,14.43_8.526220419357557
2021-10-20,102900051010455,16.309,0.008,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,4.1,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_28.9139685848589
2020-10-19,102900005117056,41.3,0.008,Paopaojiao (Jingpin),1011010504,Capsicum,6.27,Paopaojiao (Jingpin),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.08_13.096742159361842
2020-07-26,102900051010455,31.428,0.008846666667,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,4.69,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_50.67135395517627
2021-05-29,102900005119098,5.462,0.01815789474,The Agaricus Bisporus,1011010801,Edible Mushroom,12.38,missing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.78_6.853702506586312
2021-10-22,900005115823,5.671,0.009,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.25,Shanghaiqing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,14.43_4.063306779853944
2021-03-10,102900005115878,4.031,0.006,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,2.92,Garden Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.27_10.204950289685499
2020-12-06,102900005118817,5.042,0.005,Spinach,1011010101,Flower/Leaf Vegetables,3.33,Spinach,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,18.51_2.6405910066043465
2021-06-15,102900011006689,1.769,0.005,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,2.78,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_3.7918885732362964
2021-03-06,102900005115779,3.779,0.006,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,3.69,Yunnan Shengcai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.25_7.562627672427623
2021-10-10,102900005115878,19.04,0.01,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,5.48,Garden Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.27_49.89358324972601
2021-08-13,102900005115793,3.791,0.016,Chinese Cabbage,1010101,Flower/Leaf Vegetables,8.62,Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.59_2.4549671503411554
2021-07-30,102900005116899,16.534,0.0118,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,8.43,Net Lotus Root (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.54_35.40953462527948
2020-09-29,102900005115984,7.789,0.01,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,6.56,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_15.980771727623944
2021-04-29,102900005116547,5.988,0.005,Needle Mushroom (1),1011010801,Edible Mushroom,3.03,Needle Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,3.43_1.3165829413271402
2021-1-1,102900005116714,36.409,0.012,Broccoli,1011010201,Cabbage,8.14,Broccoli,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.26_8.312005055610246
2021-03-11,102900011002414,0.384,0.012,Panax Notoginseng,1011010101,Flower/Leaf Vegetables,6.15,Panax Notoginseng,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,16.95_1.0332937205992492
2021-07-09,102900005115779,21.354,0.007,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,3.95,Yunnan Shengcai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.25_20.24216209163916
2020-08-31,102900005118831,9,0.0069,Wawacai,1011010101,Flower/Leaf Vegetables,4.03,Wawacai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,2.48_-5.057325636448773
2021-09-14,102900005125808,2.55,0.014,Millet Pepper,1011010504,Capsicum,8.68,Millet Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.86_3.634969093148544
2020-08-18,102900005116714,26.065,0.012,Broccoli,1011010201,Cabbage,8.32,Broccoli,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.26_45.57115821899353
2021-03-09,102900051004294,1.171,0.016,Green Line Pepper,1011010504,Capsicum,8.43,Green Line Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.8_2.235410710201169
2020-10-16,102900011013274,3,0.0079,The White Mushroom (Bag),1010801,Edible Mushroom,4.38,The White Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.57_-0.005056457396052316
2020-08-26,102900011009246,1.424,0.014,Fresh Black Fungus (1),1011010801,Edible Mushroom,7.38,Fresh Black Fungus (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.63_0.2485421096942042
2021-08-06,900005116257,6.24,0.014,Eggplant (2),1011010501,Solanum,9.94,Eggplant (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.07_12.968389531691908
2021-05-09,102900005115786,19.992,0.007,Zhuyecai,1011010101,Flower/Leaf Vegetables,4.33,Zhuyecai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.62_-3.8114825438157744
2020-09-24,102900005116837,4.392,0.012,Ping Mushroom,1011010801,Edible Mushroom,5.49,Ping Mushroom,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.6_2.7827138714656705
2021-05-17,102900011006689,2.585,0.003,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,1.96,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_3.076496069654545
2020-09-26,102900005118817,8.928,0.014,Spinach,1011010101,Flower/Leaf Vegetables,8.21,Spinach,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,18.51_4.775598559273961
2021-03-06,900005115908,5.374,0.007,Caixin,1011010101,Flower/Leaf Vegetables,4.26,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_8.251209485150374
2021-12-09,102900011023464,1.815,0.005,Xiaoqingcai (1),1010101,Flower/Leaf Vegetables,3.09,Xiaoqingcai (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.33_1.1072024089204695
2021-07-07,102900005115960,15.067,0.003,Chinese Cabbage,1010101,Flower/Leaf Vegetables,1.4,Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,22.27_12.034327211957613
2020-09-16,102900005115823,12.96,0.008,Shanghaiqing,1011010101,Flower/Leaf Vegetables,4.69,Shanghaiqing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,14.43_17.930905885174692
2020-10-28,102900011008164,5.084,0.006,Naibaicai,1011010101,Flower/Leaf Vegetables,3.2,Naibaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.68_10.465474447491617
2020-10-05,102900005115779,49.638,0.008,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,4.98,Yunnan Shengcai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.25_114.73584037427776
2021-06-03,102900005115908,8.413,0.006,Caixin,1011010101,Flower/Leaf Vegetables,3.4,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_4.818572533127858
2021-06-04,102900005115823,4.716,-0.006,Shanghaiqing,1011010101,Flower/Leaf Vegetables,3.53,Shanghaiqing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,14.43_-0.09611114690680811
2020-12-20,106949711300068,15,0.0035,Needle Mushroom (Bag) (3),1011010801,Edible Mushroom,2.62,Needle Mushroom (Bag) (3),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.13_21.852062123078962
2020-09-21,102900005116899,16.289,0.008,Net Lotus Root (1),1010402,Aquatic Tuberous Vegetables,5.77,Net Lotus Root (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.54_-12.810778025632533
2021-02-05,102900051010455,4.636,0.008,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_2.9847153752511604
2020-09-22,102900005115908,15.434,0.006,Caixin,1011010101,Flower/Leaf Vegetables,3.11,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_3.6117423236544095
2021-10-03,900005116714,41.672,0.009708737864,Broccoli,1010201,Cabbage,7.03,Broccoli,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.26_1.931042274934768
2021-1-1,102900005115984,11.402,0.009,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,5.3,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_28.376848382788715
2021-12-05,900051010455,1.044,0.01,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,6.56,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_-0.7012412999442763
2020-12-28,102900005115878,7.194,0.007,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,4.56,Garden Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.27_9.128354114229467
2021-04-06,102900005118824,0.165,0.014,High Melon (1),1011010402,Aquatic Tuberous Vegetables,7.62,High Melon (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,29.25_0.17589045605752152
2020-08-08,102900005116912,1.438,-0.014,Jigu Mushroom (1),1011010801,Edible Mushroom,7.8,Jigu Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.99_1.1772051364101905
2021-11-02,900005116233,2.235,0.014,Red Pepper (1),1011010504,Capsicum,9.02,Red Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.76_1.7609477526936976
2020-12-23,102900011001219,1.659,0.014,The Red Bell Pepper (1),1011010504,Capsicum,8.2,The Red Bell Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.93_-1.1966428759416365
2020-12-04,102900005117209,0.257,0.016,7 Colour Pepper (1),1011010504,Capsicum,7.98,7 Colour Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.98_0.30405805031876765
2021-12-13,102900005115823,1.081,0.008,Shanghaiqing,1011010101,Flower/Leaf Vegetables,4.49,Shanghaiqing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,14.43_-0.03690397952009983
2020-12-19,102900011008522,2.006,0.007,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,3.61,Sweet Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.43_1.6895888466733178
2020-12-28,102900005116943,0.529,0.0498,Red Hang Pepper,1011010504,Capsicum,40.24,Red Hang Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.99_0.30977834156884365
2021-1-1,102900005115861,14.236,0.0038,Niushou Youcai,1011010101,Flower/Leaf Vegetables,2.2,Niushou Youcai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.17_13.605726403433486
2020-07-22,102900005116530,14.979,0.01950533333,Xixia Mushroom (1),1010801,Edible Mushroom,12,Xixia Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.82_-9.10300247973132
2021-11-06,102900051010455,5.674,0.01,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.66,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_-3.7477315649667347
2020-11-16,102900011013274,5,0.0069,The White Mushroom (Bag),1011010801,Edible Mushroom,3.74,The White Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.57_3.30762778826535
2021-06-01,102900051000463,1.546,0.005,Round Eggplant (2),1011010501,Solanum,2.57,missing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.71_2.2433870765719344
2020-11-18,102900005122654,9.055,0.005,Zhijiang Red Bolt,1011010101,Flower/Leaf Vegetables,3,Zhijiang Red Bolt,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.38_3.336413887614305
2021-03-28,102900051010790,0.872,0.014,Purple Beicai,1011010101,Flower/Leaf Vegetables,8.12,Purple Beicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,19.58_1.3789168849508788
2021-06-26,102900005119944,1.536,0.012,Haixian Mushroom (1),1011010801,Edible Mushroom,8.44,Haixian Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.89_2.0472149277303267
2021-05-07,102900005119098,2.869,0.01909090909,The Agaricus Bisporus,1011010801,Edible Mushroom,12.4,The Agaricus Bisporus,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.78_-3.3298612122841673
2021-08-02,900005125815,5.213,0.008,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,4.93,Apricot Bao Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.05_-3.0117398210785877
2021-1-1,900011013274,3,0.0079,The White Mushroom (Bag),1010801,Edible Mushroom,5.1,The White Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.57_1.9469108994302158
2020-09-05,102900005116943,2.09,0.012,Red Hang Pepper,1011010504,Capsicum,6.98,Red Hang Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.99_3.7985104175740068
2021-06-22,102900005119098,2.599,0.02339,The Agaricus Bisporus,1011010801,Edible Mushroom,15.7,The Agaricus Bisporus,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.78_0.34136997528976476
2021-11-13,102900005115878,10.707,0.006,Garden Chrysanthemum,1010101,Flower/Leaf Vegetables,3.73,Garden Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.27_12.567342720998345
2021-07-14,102900005119098,4.489,0.0298,The Agaricus Bisporus,1011010801,Edible Mushroom,15.29,The Agaricus Bisporus,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.78_7.884077422562763
2021-10-27,102900005115908,1.916,0.012,Caixin,1010101,Flower/Leaf Vegetables,7.85,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_3.8271364134336796
2021-05-13,102900011013274,2,-0.0049,The White Mushroom (Bag),1011010801,Edible Mushroom,2.66,The White Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.57_0.7756866998443726
2020-08-02,102900005119975,15.019,0.006,Hongshujian,1011010101,Flower/Leaf Vegetables,3.72,Hongshujian,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.42_32.792225624721446
2020-11-25,102900005118817,18.133,0.0066,Spinach,1011010101,Flower/Leaf Vegetables,4.09,missing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,18.51_-2.762315006042627
2021-04-01,102900005119944,2.454,0.012,Haixian Mushroom (1),1011010801,Edible Mushroom,6.89,Haixian Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.89_2.7903701141028567
2021-08-12,102900011022764,19.7,0.005,Changxianqie,1011010501,Solanum,2.56,Changxianqie,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.9_31.479376932619125
2021-09-20,102900005115960,5.169,0.003,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,1.9,Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,22.27_2.216435233857076
2020-10-18,102900005116233,1.338,0.014,Red Pepper (1),1011010504,Capsicum,7.44,Red Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.76_2.874047351499896
2021-08-28,102900005116899,45.476,0.008,Net Lotus Root (1),1010402,Aquatic Tuberous Vegetables,5,Net Lotus Root (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.54_23.586429402494076
2021-05-29,900011009246,0.584,0.012,Fresh Black Fungus (1),1011010801,Edible Mushroom,7.5,Fresh Black Fungus (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.63_1.186715067446626
2020-07-16,102900005116530,15.428,0.01946081081,Xixia Mushroom (1),1011010801,Edible Mushroom,12,Xixia Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.82_8.948902913268803
2021-11-05,102900051004294,1.605,0.012,Green Line Pepper,1011010504,Capsicum,7.65,Green Line Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.8_0.4390246688243531
2020-11-11,102900005116837,9.353,0.0056,Ping Mushroom,1011010801,Edible Mushroom,3.86,Ping Mushroom,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.6_27.233702260626053
2021-03-07,102900005118831,8,0.004771428571,Wawacai,1011010101,Flower/Leaf Vegetables,2.08,Wawacai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,2.48_3.5793603276285433
2021-07-12,102900005116257,15.085,0.006,Eggplant (2),1011010501,Solanum,3.51,Eggplant (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.07_1.334531230164158
2021-1-1,106956146480203,,0.0049,The Crab Flavor Mushroom (2),1011010801,Edible Mushroom,2.1,The Crab Flavor Mushroom (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,16.04_3.58563683104514
2021-03-28,102900005116257,16.33,0.008,Eggplant (2),1011010501,Solanum,5.93,Eggplant (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.07_5.0517801046905095
2020-08-02,102900011008522,22.007,0.008,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,5.28,Sweet Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.43_3.142428544919788
2021-04-08,102900005115885,3.315,0.012,Caidian Quinoa Artemisia,1011010101,Flower/Leaf Vegetables,7.13,Caidian Quinoa Artemisia,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,0.47_2.750784907368103
2020-12-26,102900005116837,12.676,-0.006,Ping Mushroom,1011010801,Edible Mushroom,3.74,Ping Mushroom,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.6_39.78331525524422
2021-08-14,102900005118817,8.015,0.016,Spinach,1011010101,Flower/Leaf Vegetables,10.38,Spinach,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,18.51_6.176425239348168
2020-12-11,102900011008522,2.575,0.006,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,3.06,Sweet Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.43_1.4037332823293223
2021-11-18,102900011006689,2.265,0.006,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,3.16,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_1.3837240858516886
2021-05-21,102900051004294,4.377,0.012,Green Line Pepper,1011010504,Capsicum,6.82,Green Line Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.8_0.1563371946876142
2021-11-21,102900005116233,2.828,0.012,Red Pepper (1),1011010504,Capsicum,7.32,Red Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.76_2.598384767122342
2021-12-30,900011021644,1,0.0068,Hongshan Caitai,1011010101,Flower/Leaf Vegetables,4.7,Hongshan Caitai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.34_1.4444578929520275
2021-09-07,102900005119944,1.236,0.016,Haixian Mushroom (1),1011010801,Edible Mushroom,9.33,Haixian Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.89_0.681468269418389
2021-08-28,102900005115908,7.337,0.01,Caixin,1010101,Flower/Leaf Vegetables,5.76,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_4.235370999842855
2021-08-18,102900005115762,8.666,0.007,Amaranth,1011010101,Flower/Leaf Vegetables,5.53,Amaranth,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,18.52_0.3698419657418821
2020-10-03,102900005116509,7.419,0.0056,missing,1011010501,Solanum,4.96,Green Eggplant (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.01_18.195031047681287
2021-07-07,102900011006955,1.466,0.014,Ice Grass,1011010101,Flower/Leaf Vegetables,7.39,Ice Grass,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.01_1.8553026452847514
2020-09-04,102900011013274,2,0.0079,The White Mushroom (Bag),1011010801,Edible Mushroom,4.26,The White Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.57_4.871381408656683
2021-09-22,102900011006689,5.319,0.006,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,3.2,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_-5.262960820553757
2020-08-15,102900005123880,1.717,0.008,Bell Pepper (1),1011010504,Capsicum,4.28,Bell Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,16.33_5.248192837905863
2021-09-15,102900051010455,6.73,0.009,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.08,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_13.048247141189727
2021-12-31,102900005116257,8.454,0.01,Eggplant (2),1011010501,Solanum,6.11,Eggplant (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.07_8.641698457981038
2020-07-02,102900005116233,3.297,0.01,Red Pepper (1),1010504,Capsicum,5.71,Red Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.76_1.9296321631691664
2021-02-04,102900011009277,14.324,0.008,Water Chestnut,1011010402,Aquatic Tuberous Vegetables,5.37,Water Chestnut,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.02_4.761562597862321
2020-11-24,102900005125808,1.225,0.0338,Millet Pepper,1011010504,Capsicum,21.16,Millet Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.86_1.6050412038169504
2021-1-1,102900005115984,9.567,0.006,missing,1011010101,Flower/Leaf Vegetables,3.46,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_-0.24269115819493337
2020-11-20,102900011001806,3,0.0059,Jigu Mushroom (Bunch),1011010801,Edible Mushroom,3.61,Jigu Mushroom (Bunch),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.42_10.158057951513719
2021-06-29,102900051004294,2.837,0.007,Green Line Pepper,1011010504,Capsicum,3.89,Green Line Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.8_10.297598279744104
2021-04-14,102900011021842,7,0.0129,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7.5,Honghu Lotus Root Powder (Fenou),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.81_13.636307261078109
2021-06-11,102900011009970,11.388,0.006,Qinggengsanhua,1011010201,Cabbage,4.08,Qinggengsanhua,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,17.06_8.608638863331946
2021-07-20,102900005119968,0.935,0.006,Green Hangzhou Pepper (2),1011010504,Capsicum,3.28,Green Hangzhou Pepper (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.0_0.9341297212758125
2021-07-19,102900005115984,12.688,0.005,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,2.92,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_-6.518028759869646
2020-11-13,102900011008522,0.358,0.007,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,3.88,Sweet Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.43_-0.06100178509137516
2020-07-21,900005117056,28.999,0.008964835165,Paopaojiao (Jingpin),1011010504,Capsicum,5.8,Paopaojiao (Jingpin),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.08_39.91068344144195
2021-12-06,102900005116226,1.197,0.014,Green Hot Peppers,1011010504,Capsicum,7.64,Green Hot Peppers,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.72_2.4989030933296004
2020-11-28,102900005115977,4.089,0.01,Wandoujian,1010101,Flower/Leaf Vegetables,5.78,Wandoujian,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.36_3.614597732898754
2021-05-28,102900005118824,2.677,0.01,High Melon (1),1011010402,Aquatic Tuberous Vegetables,4.6,High Melon (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,29.25_-0.6700327391141196
2021-11-20,102900005116509,0.802,0.014,Green Eggplant (1),1011010501,Solanum,8.16,Green Eggplant (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.01_1.4080133011473457
2021-05-19,102900011009970,10.747,0.005,Qinggengsanhua,1011010201,Cabbage,2.8,Qinggengsanhua,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,17.06_17.791293968995515
2020-11-27,102900051000463,,0.0056,Round Eggplant (2),1010501,Solanum,4.14,Round Eggplant (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.71_2.1704790478340388
2020-08-27,102900005116899,14.24,0.01,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,5.8,missing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.54_0.6539304593816286
2021-1-1,102900011001219,1.076,0.016,The Red Bell Pepper (1),1011010504,Capsicum,11.32,The Red Bell Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.93_-1.1778567050945021
2021-04-08,102900005115960,40.053,0.002,missing,1011010101,Flower/Leaf Vegetables,1.5,Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,22.27_71.256994425404
2021-04-26,102900005125815,2.608,0.008,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,4.64,Apricot Bao Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.05_0.8732843651485522
2021-04-15,102900011021842,5,0.0129,Honghu Lotus Root Powder (Fenou),1010402,Aquatic Tuberous Vegetables,7.5,Honghu Lotus Root Powder (Fenou),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.81_7.0399491751479975
2021-1-1,102900005118817,4.875,0.008,Spinach,1011010101,Flower/Leaf Vegetables,5.51,Spinach,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,18.51_9.314522193451596
